"Variable_Name","Code_Display","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order","MinVal","MaxVal"
"shoot_P","SHPAD","SHPAD",,,"P content in leaf and stem (kg[P]/ha)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,
"stem_P","SPAD","SPAD",,,"Stem phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"tops_(ie_canopy)_P","TPAD","TPAD",,,"Tops (ie canopy) phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"tuber_stem_leaf_P","TUPA","TUPA",,,"Tuber+stem+leaf phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"tuber_P","UPAD","UPAD",,,"Tuber phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"vegetative_P_content","VPAD","VPAD",,,"Veg (stem+leaf) phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"dead_P_increment","DPAG","DPAG",,,"Dead phosphorus increment","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"P_uptake_day","PUPD","PUPD",,,"P uptake","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,
"phosphorus_harvest_index","PHID","PHID",,,"Harvest index for P on sampling date","unitless","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,
"tops_K","CKAD","CKAD",,,"Potassium in above ground plant parts","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS",2513,"2019-07-01, CHP",".",,,0,
"tops_S","CSAD","CSAD",,,"Sulfur in above ground plant parts","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS",2513,"2019-07-01, CHP",".",,,0,
"tops_Fe","CFEAD","CFEAD",,,"Iron in above ground plant parts","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS",2513,"2019-07-01, CHP",".",,,0,
"tops_Zn","CZNAD","CZNAD",,,"Zinc in above ground plant parts","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS",2513,"2019-07-01, CHP",".",,,0,
"grain_K","GKAD","GKAD",,,"Grain potassium content","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS",2513,"2019-06-18, CHP",".",,,0,
"grain_S","GSAD","GSAD",,,"Grain sulfur content","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS",2513,"2019-07-01, CHP",".",,,0,
"treatment_lev_ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"Treatment id for observed data, unique internal ID","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,,,,,
"year","YEAR","fd_YEAR",2,1,"Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,,,,,
"day","DAY","fd_DAY",3,1,"Day of year, or if year = -99 then DAP or DAH","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,,,,0,366
"water_table_depth_daily","WTDD","WTDD",45,,"Water table depth","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,"2013-02-07, JWW",".",,,0,
"drainage_cumulative","DRNC","DRNC",,,"Drainage, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"drainage_daily","DRND","DRND",,,"Drainage, daily","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,"2020-11-19, chp",".",,,0,
"tile_drainage_cumulative","TDFCD","TDFCD",,,"Tile drainage, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,"2021-05-05, chp",".",,,0,
"tile_drainage_daily","TDFD","TDFD",,,"Tile drainage, daily","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,"2020-11-19, chp",".",,,0,
"floodwater_evap_cumul","EFAC","EFAC",,,"Evaporation, floodwater, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"soil_evap_cumulative","ESAC","ESAC",,,"Evaporation,soil, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"evapotransp_cumulative","ETAC","ETAC",,,"Evapotranspiration, cumulative over season","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"water_avail_root_zone","H2OA","H2OA",,,"Water available in root zone","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"runoff_cumulative","ROFC","ROFC",,,"Runoff, cumulative","mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"floodwater_evap_rate","EFAD","EFAD",,,"Floodwater evaporation rate","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"potential_evapotrans","EOAD","EOAD",,,"Evapotranspiration, potential","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"transpiration_daily_avg","EPAA","EPAA",,,"Transpiration, daily, averaged","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"transpiration_daily","EPAD","EPAD",,,"Transpiration (evaporation from plant), daily","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"soil_evap_daily_avg","ESAA","ESAA",,,"Evaporation,soil, daily, averaged","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"soil_evaporation_daily","ESAD","ESAD",,,"Evaporation, soil, daily","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"evapotransp_average","ETAA","ETAA",,,"Evapotranspiration, averaged over season","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"evapotranspiration_daily","ETAD","ETAD",,,"Evapotranspiration","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"runoff_surface","ROFD","ROFD",,,"Runoff, surface","mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,
"water_stress_excess","EWSD","EWSD",,,"Water stress - excess (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,1
"irrigation_applications","IR#C","IRnoC",,,"Irrigation applications, cumulative","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,,
"water_avail_demand_ratio","WAVR","WAVR",,,"Water available to demand ratio","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,,
"water_factor_for_growth","WFGD","WFGD",,,"Water stress factor reducing growth (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,1
"water_factor_photosynth","WFPD","WFPD",,,"Water stress factor reducing photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,1
"water_factor_senescence","WFSD","WFSD",,,"Water stress factor accelerating senescence (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,,
"water_factor_transpir","WFTD","WFTD",,,"Water stress factor reducing transpiration (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,0,1
"water_factor_tillering","WFTID","WFTID",,,"Water stress factor reducing tillering (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,"WSTD",,,0,1
"water_stress_growth","WSGD","WSGD",,,"Water stress - growth (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,,,,0,1
"water_stress_photosyn_lf","WSPAV","WSPAV",,,"Water stress factor affecting photosynthesis, average for life span of a single leaf (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,,,,0,1
"water_stress_photosynth","WSPD","WSPD",,,"Water stress - photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,,,,0,1
"water_uptake_demand_rat","WUPR","WUPR",,,"Water uptake to demand ratio","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE",2514,,".",,,,
"treatment_lev_ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"Treatment id for observed data, unique internal ID","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,,,,,
"year","YEAR","fd_YEAR",3,1,"Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,,,,,
"day","DAY","fd_DAY",4,1,"Day of year, or if year = -99 then DAP or DAH","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,,,,0,366
"me_soil_layer_top_depth","SLDUB","SLDUB",5,,"Soil layer depth to upper boundary of sample (top)","cm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"me_soil_layer_bot_depth","SLDLB","SLDLB",6,,"Soil layer depth to lower boundary of sample (bottom)","cm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"soil_water_by_layer","SWLD","SWLD",11,,"Soil water measured at a specified depth","cm3/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"root_length_dens_lyr","RLDLD","RLDLD",12,,"Root length_density in a soil layer","cm/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"root_mass_dens_lyr","RMDLD","RMDLD",13,,"Root mass density in a soil layer","g/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"soil_nitrogen_by_layer","NSLD1","NSLD1",21,,"Soil nitrogen in a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"NO3_soil_by_layer","NOSLD","NOSLD",22,,"NO3[N], for a given soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,"NI1D",,,0,
"NH4_soil_by_layer","NHSLD","NHSLD",24,,"NH4[N], for a given soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"inorganic_N_by_layer","NISLD","NISLD",,,"Inorganic N for a given soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2023-03-28, CHP",,,,0,
"active_P_by_layer","PACSLD","PACSLD",32,,"Active P - soil a soil layer                           .","ppm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,,,,0,
"labile_P_by_layer","PLBSLD","PLBSLD",33,,"Labile P - soil a soil layer (ppm)                            .","ppm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,,,,0,
"stabile_P_by_layer","PSTSLD","PSTSLD",34,,"Stable P - soil a soil layer                           .","ppm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,,,,0,
"soil_carbon_by_layer","HUMSLD","HUMSLD",51,,"Soil carbon in a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"organic_C_soil_by_layer","SOCSLD","SOCSLD",52,,"Organic C in soil a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"organic_C_active_by_lyr","S1CSLD","S1CSLD",53,,"Organic C, active - a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"organic_C_intermed_lyr","S2CSLD","S2CSLD",54,,"Organic C, intermediate - a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"org_C_passive_by_layer","S3CSLD","S3CSLD",55,,"Organic C, passive - a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"org_N_active_by_layer","S1NSLD","S1NSLD",62,,"Organic N, active - a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"organic_N_soil_by_layer","SNSLD","SNSLD",62,,"Organic N in soil a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"organic_N_intermed_lyr","S2NSLD","S2NSLD",63,,"Organic N, intermediate - a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"organic_N_passive_by_lyr","S3NSLD","S3NSLD",64,,"Organic N, passive a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"org_P_active_by_layer","S1PSLD","S1PSLD",71,,"Organic P, active - a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_C_soil_by_layer","LCSLD","LCSLD",101,,"Litter carbon - soil a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_C_metabol_by_lyr","MECSLD","MECSLD",102,,"Litter carbon, metabolic a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_C_struct__by_lyr","STCSLD","STCSLD",103,,"Litter carbon, structural  a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_N_soil_by_layer","LNSLD","LNSLD",104,,"Litter N for a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_N_metabol_by_lyr","MENSLD","MENSLD",105,,"Litter N, metabolic a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_N_struct_by_layer","STNSLD","STNSLD",106,,"Litter N, structural  a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_P_soil_by_layer","LPSLD","LPSLD",107,,"Litter P - soil a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"litter_P_metabol_by_lyr","MEPSLD","MEPSLD",108,,"Litter P, metabolic a soil layer","g/Mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,,".",,,0,
"soil_temperature_0_5","TS1D","TS1D",31,,"Soil temperature, 0-5 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_5_15","TS2D","TS2D",32,,"Soil temperature, 5-15 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_15_30","TS3D","TS3D",33,,"Soil temperature, 15-30 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_30_45","TS4D","TS4D",34,,"Soil temperature, 30-45 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_45_60","TS5D","TS5D",35,,"Soil temperature, 45-60 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_60_90","TS6D","TS6D",36,,"Soil temperature, 60-90 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_90_120","TS7D","TS7D",37,,"Soil temperature, 90-120 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_120_150","TS8D","TS8D",38,,"Soil temperature, 120-150 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_150_180","TS9D","TS9D",39,,"Soil temperature, 150-180 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp",".",,,,
"soil_temperature_180_210","TS10D","TS10D",40,,"Soil temperature, 180-210 cm","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS",2515,"2020-10-05, chp","TS10",,,,
"treatment_lev_ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"Treatment id for observed data, unique internal ID","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,,,,,
"year","YEAR","fd_YEAR",2,1,"Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,,,,,
"day","DAY","fd_DAY",3,1,"Day of year, or if year = -99 then DAP or DAH","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,,,,0,366
"NH3_volatilization_cum","AMLC","AMLC",,,"NH3 N volatilization, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"litter_N_on_surface","LN0D","LN0D",,,"Litter N on surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"litter_Nal","LNTD","LNTD",,,"Litter N,total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"N_inorganic_applied","NAPC","NAPC",,,"N, inorganic, applied to date","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"N_denitrification_cumul","NDNC","NDNC",,,"N denitrification, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"NH4_Nsoil_total","NHTD","NHTD",,,"NH4 N,soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"NO3_NH4_Nsoil_total","NIAD","NIAD",,,"NO3+NH4 N,soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"N_immobilization_cumul","NIMC","NIMC",,,"N immobilization, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"N_nitrification_cumul","NITC","NITC",,,"N nitrification, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"NO3_Nsoil_total","NITD","NITD",,,"NO3 N,soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"N_leached","NLCC","NLCC",,,"N leached, cumulative from bottom of profile","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"N_leached_day","NLCD","NLCD",,,"N leached, daily from bottom of profile","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2020-11-19, chp",".",,,0,
"NO3_leachate_conc","N3LCD","N3LCD",,,"Nitrate-N concentration in leachate","mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2021-02-04, chp",".",,,0,
"NH4_leachate_conc","N4LCD","N4LCD",,,"Ammonium-N concentration in leachate","mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2021-02-04, chp",".",,,0,
"N_lost_tile_drain","TDNC","TDNC",,,"N lost through tile drain, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2020-11-19, chp",".",,,0,
"N_lost_tile_drain_day","TDND","TDND",,,"N lost through tile drain, daily","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2020-11-19, chp",".",,,0,
"NO3_conc_tile_drain","TDNCD","TDNCD",,,"Tile nitrate-N concentration ","mg[N]/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2021-02-25, chp",".",,,0,
"N_mineralization_cumul","NMNC","NMNC",,,"N mineralization, cumulative from bottom of profile","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"organic_N_in_soil","NOAD","NOAD",,,"Organic N in soil","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"residue_N_remaining","TFON","TFON",,,"Residue N remaining","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"NH3_volatilization_rate","AMLS","AMLS",,,"NH3 N volatilization rate","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"nitrificat_rate_oxid_lyr","OXRN","OXRN",,,"Nitrificaton Rate (N), oxidized layer","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,,".",,,0,
"treatment_lev_ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"Treatment id for observed data, unique internal ID","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,,
"year","YEAR","fd_YEAR",2,1,"Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,,
"day","DAY","fd_DAY",3,1,"Day of year, or if year = -99 then DAP or DAH","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,0,366
"sediment_loss","SEDM","SEDM",,,"Sediment loss","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,100
"soil_CO2_emission","SCO2D","SCO2D",,,"Soil CO2 (as C) emission on a given day","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"CO2_accumulated_surface","CO20C","CO20C",,,"CO2, accumulated by soil surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"CO2_soil_accumulated","CO2SC","CO2SC",,,"CO2, accumulated soil","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"available_P_kg/ha","PAVTD","PAVTD",,,"P available for plant uptake                 .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,0,
"P_mineralized_cum","PMNC","PMNC",,,"Cumulative P mineralization                  .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,,,,0,
"org_matter_added_cumul","RESC","RESC",,,"Organic matter added, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,"RECM",,,0,
"org_matter_N_added_cum","RESNC","RESNC",,,"Organic matter N added, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"org_matter_P_added_cum","RESPC","RESPC",,,"Organic matter P added, cumulative","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"organic_C_active_surface","S1C0D","S1C0D",,,"Organic C, active on surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"organic_C_active_tot","S1CTD","S1CTD",,,"Organic C, active,soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"organic_N_active_surface","S1N0D","S1N0D",,,"Organic N, active on surface","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"org_N_active_soil_total","S1NTD","S1NTD",,,"Organic N, active,soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"organic_C_intermed_tot","S2CTD","S2CTD",,,"Organic C, intermediate, soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"organic_N_intermed_tot","S2NTD","S2NTD",,,"Organic N, intermediate, soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"soil_org_C_passive_tot","S3CTD","S3CTD",,,"Organic C, passive, soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
"org_N_passive_soil_tot","S3NTD","S3NTD",,,"Organic N, passive, soil total","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,,".",,,0,
