"Variable_Name","Code_Display","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order","MinVal","MaxVal"
"plant_pop_at_planting","PLPOP","PLPOP",11,,"Plant population at planting","number/m2","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PPOP","PLANTINGS",2604,0,
"plant_pop_at_emergence","PLPOE","PLPOE",12,,"Plant population at emergence","number/m2","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PPOE","PLANTINGS",2605,0,
"planting_material","PLMA","PLMA",13,,"Planting material","code","text","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,".",,,,
"planting_method","PLME","PLME",14,,"Planting method","code","text","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PLME","PLANTINGS",2606,,
"planting_distribution","PLDS","PLDS",15,,"Planting distribution","code","text","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PLDS","PLANTINGS",2607,,
"row_spacing","PLRS","PLRS",16,,"Distance between two adjacent rows","cm","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PLRS","PLANTINGS",2608,0,
"plant_spacing","PLSP","PLSP",17,,"Spacing of plants in a row","cm","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,"2018-10-30 chp",".",,,0,
"row_direction","PLRD","PLRD",18,,"Row direction, degrees from N","arc_degrees","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PLRD, PLOR","PLANTINGS",2609,0,359
"plants_per_hill","PLPH","PLPH",19,,"Plants per hill","number","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PLPH","PLANTINGS",2614,,
"planting_depth","PLDP","PLDP",20,,"Depth of seed (or other planted material) relative to soil surface.","mm","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,"mm or cm !!!","PLDP","PLANTINGS",2610,,
"planting_material_weight","PLMWT","PLMWT",21,,"Planting material weight","kg/ha","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PLWT","PLANTINGS",2611,0,
"transplant_age","PAGE","PAGE",22,,"Transplant age","day","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PAGE","PLANTINGS",2612,0,366
"planting_material_age","PLAGE","PLAGE",23,,"Planting material age (also used for dormancy adjustments)","day","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,".",,,0,366
"nursery_env_pl_material","PLENV","PLENV",24,,"Transplant nursery environment (mean temperature)","degree_C","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"PENV","PLANTINGS",2613,,
"length_sprout_material","PLSPL","PLSPL",25,,"Planting material sprout length","cm","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,"SPRL","PLANTINGS",2615,0,
"seedbed_density","NPLSB","NPLSB",26,,"Planting density in nursery seed bed","number/m2","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,"2013-11/19, CHP",".",,,0,
"germination","PLG%","PLGPC",27,,"Planting material germination","%","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,".",,,0,100
"planting_material_source","PLMSOURCE","PLMSOURCE",28,,"Source of the planting material","text","text","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,,".",,,,
"planting_notes","PL_NOTES","PL_NOTES",30,,"Planting event notes","text","text","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,"2020-06-09, CHP",".",,,,
"fertile_tiller_num","PLFTN","PLFTN",29,,"Fertile tiller number (sorghum)","number","single","EXPERIMENT","MANAGEMENT","PLANTINGS",,2061,"2013-06-07, CHP",".",,,,
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,,,,,,
"irrigation_level","IR","IR",1,,"Irrigation level in treatment structure","number","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,,"MI","IRRIGATION AND WATER MANAGEMENT",2701,,
"irrigation_level_name","IR_NAME","IR_NAME",2,,"Irrigation level name","text","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,,"IRNAME","IRRIGATION AND WATER MANAGEMENT",2709,,
"irrigation_notes","IR_NOTES","IR_NOTES",3,,"Irrigation, notes on irrigation application","text","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,,,,,,
"irrig_applied","IRRIG","IRRIG",11,,"Indicates whether or not the field was irrigated","code","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,,,,,,
"irrigation_season","IR_TOT","IR_TOT",21,,"Irrigation, total amount over season","mm","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,"Use when detailed irrigation information is lacking",,,,0,
"irrigation_applics_season","IR_#","IR_no",22,,"Irrigation applications, total number at end season","number","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS",,2071,"Use when detailed irrigation information is lacking",".",,,,
"irrigation_date","IDATE","IDATE",-99,,"Irrigation date","date","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,"IDATE","IRRIGATION AND WATER MANAGEMENT",2752,1,99365
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,,,,,
"irrigation_level","IR","IR",1,,"Irrigation level, links to IRRIGATIONS table","number","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,".",,2751,,
"irrigation_year","IRYR","IRYR",2,1,"Irrigation or water management year","year","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,,,,,
"irrigation_day","IRDAY","IRDAY",3,1,"Irrigation day","day","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,".",,,0,366
"irrigation_operation","IROP","IROP",4,,"Irrigation operation (e.g., furrow, sprinkler, drip…)","code","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,"IROP","IRRIGATION AND WATER MANAGEMENT",2753,,
"irrig_amount_depth","IRVAL","IRVAL",5,,"Irrigation amount, depth of water","mm","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,"IRVAL","IRRIGATION AND WATER MANAGEMENT",2754,0,
"irrigation_applic_depth","IRADP","IRADP",6,,"Irrigation application depth (e.g., for depth to drip line)","cm","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,".",,,0,
"irrigation_H2O_N_conc","IRN%","IRNPC",7,,"Irrigation water nitrogen concentration","%","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,".",,,0,
"bund_height","ABUND","ABUND",8,,"Bund height (e.g., for flooded rice)","mm","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,".",,,0,1000
"irrigation_operation_name","IROP_NAME","IROP_NAME",9,,"Name of irrigation operation or specific notes about this application","text","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS","IRRIGATION_APPLICATIONS",2072,,".","IRRIGATION AND WATER MANAGEMENT",2711,,
"method_auto_applications","IAME","IAME",4,,"Method for automatic applications","code","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,".","IRRIGATION AND WATER MANAGEMENT",2707,,
"auto_irrig_amnt_applied","IAMT","IAMT",5,,"Irrigation amount, automatic application","mm","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,".","IRRIGATION AND WATER MANAGEMENT",2708,0,
"irrigation_efficiency","IREFF","IREFF",6,,"Irrigation application efficiency as fraction (0 to 1)","unitless","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,"EFIR","IRRIGATION AND WATER MANAGEMENT",2702,0,1
"auto_irrig_growth_stg","IRSTG","IRSTG",7,,"Irrigation, growth stage, automatic appn","code","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,".",,,,
"auto_irrig_manag_depth","IRMDP","IRMDP",8,,"Irrigation management, reference soil depth for automatic application","cm","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,"IDEP","IRRIGATION AND WATER MANAGEMENT",2703,,
"autoirrig_threshold_H2O","IRTHR","IRTHR",9,,"Irrigation threshold water content for automatic application","%","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,"ITHR","IRRIGATION AND WATER MANAGEMENT",2704,,100
"autoirrigation_end_H2O","IREPT","IREPT",10,,"Irrigation, ending % avail, automatic application","%","single","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,"IEPT","IRRIGATION AND WATER MANAGEMENT",2705,,100
"autoirrigation_end_stage","IREND","IREND",,,"Irrigation, growth stage yo end automatic application","code","text","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",,,"IOFF","IRRIGATION AND WATER MANAGEMENT",2706,,
"auto_irrig_date","IADATE","IADATE",,,"Date to begin automatic irrigation","date","date","EXPERIMENT","MANAGEMENT","IRRIGATIONS","AUTOMATIC_IRRIG",2073,,,,,,
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,,,,,,
"fertilizer_level","FE","FE",1,,"Fertilizer level in treatment structure","number","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,,"MF","FERTILIZERS (INORGANIC)",2801,,
"fertilizer_level_name","FE_NAME","FE_NAME",2,,"Fertilizer level name","text","text","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,,"FERNAME","FERTILIZERS (INORGANIC)",2812,,
"fertilizer_notes","FE_NOTES","FE_NOTES",3,,"Fertilizer, comments or explanations of a given treatment","text","memo","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,,,,,,
"fert_applied","FERTILIZER","FERTILIZER",4,,"Indicates whether or not fertilizer was applied (Y or N)","code","text","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"fertilizer_season","FE_TOT","FE_TOT",21,,"Fertilizer, total amount over season","kg[fertilizer]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-06, CHP",,,,,
"fertilizer_material_season","FE_CD","FE_CD",22,,"Fertilizer material code (if only one type used per season)","code","text","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-06, CHP",,,,,
"nitrogen_season","FEN_TOT","FEN_TOT",23,,"Nitrogen, total amount over season, as elemental N","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"phosphorus_season","FEP_TOT","FEP_TOT",24,,"Phosphorus, total amount over season, as elemental P","kg[P]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"potassium_season","FEK_TOT","FEK_TOT",25,,"Potassium, total amount over season, as elemental K","kg[K]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"sulfur_season","FES_TOT","FES_TOT",26,,"Sulfur, total amount over season, as elemental S","kg[S]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"calcium_season","FECA_TOT","FECA_TOT",27,,"Calcium, total amount over season, as elemental Ca","kg[Ca]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"magnesium_season","FEMG_TOT","FEMG_TOT",28,,"Magnesium, total amount over season, as elemental Mg","kg[Mg]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"boron_season","FEB_TOT","FEB_TOT",29,,"Boron, total amount over season, as elemental B","kg[B]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"zinc_season","FEZN_TOT","FEZN_TOT",30,,"Zinc, total amount over season, as elemental Zn","kg[Zn]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"manganese_season","FEMN_TOT","FEMN_TOT",31,,"Manganese, total amount over season, as elemental Mg","kg[Mn]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"iron_season","FEFE_TOT","FEFE_TOT",32,,"Iron, total amount over season, as elemental Fe","kg[Fe]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"fertilizer_other_season","FEO_TOT","FEO_TOT",33,,"Other elements in applied fertilizer, total amount over season","kg[Element]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",,,,,
"fertiliz_code_other_elem","FEOCD_TOT","FEOCD_TOT",34,,"Fertilizer code for other elements","code","text","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"2020-05-05, CHP",".",,,,
"fert_#_tot","FE_#","FE_no",35,,"Total number of fertilizer applications over season","number","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"nitrogen_applics_season","FEN_#","FEN_no",36,,"Nitrogen applications, total number at end season","number","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"phosphorus_applics_season","FEP_#","FEP_no",37,,"Phosphorus applications, total number at end season","number","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"potassium_applics_season","FEK_#","FEK_no",38,,"Potassium applications, total number at end season","number","single","EXPERIMENT","MANAGEMENT","FERTILIZERS",,2081,"Use when detailed fertilizer information is lacking",,,,,
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,,,,,
"fertilizer_level","FE","FE",1,,"Fertilizer level in treatment structure","number","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"MF","FERTILIZERS (INORGANIC)",2801,,
"fertilization_date","FEDATE","FEDATE",2,,"Fertilization date","date","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,".",,2802,,99365
"fertilizer_applic_year","FEYR","FEYR",3,1,"Fertilizer application year","year","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,".",,,,
"fertilizer_applic_day","FEDAY","FEDAY",4,1,"Fertilizer application day","doy","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,".",,,1,366
"fertilizer_material","FECD","FECD",5,,"Fertilizer material","code","text","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FMCD","FERTILIZERS (INORGANIC)",2803,,
"fertiliz_app_name","FECD_NAME","FECD_NAME",31,,"Name or notes for this fertilizer application","text","text","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,".",,,,
"fertilizer_applic_method","FEACD","FEACD",6,,"Fertilizer application method","code","text","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FACD","FERTILIZERS (INORGANIC)",2804,,
"application_depth_fert","FEDEP","FEDEP",7,,"Fertilizer application depth","cm","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FDEP","FERTILIZERS (INORGANIC)",2805,0,
"fertilizer_total_amount","FEAM","FEAM",8,,"Total amount of fertilizer applied","kg[fertilizer]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2020-04-22, CHP",,,,0,
"N_in_applied_fertilizer","FEAMN","FEAMN",9,,"Nitrogen (elemental) in applied fertilizer","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FAMN","FERTILIZERS (INORGANIC)",2806,0,
"NO3_applied_fertilizer","FENO3","FENO3",10,,"Nitrate in applied fertilizer, as elemental N","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2013-02-04, JWW",".",,,0,
"NH4_applied_fertilizer","FENH4","FENH4",11,,"Ammonium in applied fertilizer, as elemental N","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2013-02-04, JWW",".",,,0,
"Urea_applied_fertilizer","FEUREA","FEUREA",12,,"Urea in applied fertilizer, as elemental N","kg[N]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-11-26, CHP",".",,,0,
"phosphorus_applied_fert","FEAMP","FEAMP",13,,"Phosphorus (elemental) in applied fertilizer","kg[P]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FAMP","FERTILIZERS (INORGANIC)",2807,0,
"fertilizer_K_applied","FEAMK","FEAMK",14,,"Potassium (elemental) in applied fertilizer","kg[K]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"KAMK","FERTILIZERS (INORGANIC)",2808,0,
"S_in_applied_fertilizer","FEAMS","FEAMS",15,,"Sulfur (elemental) in applied fertilizer","kg[S]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-06-17, CHP",".",,,0,
"Ca_in_applied_fertilizer","FEAMC","FEAMC",16,,"Calcium (elemental) in applied fertilizer","kg[Ca]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FAMC","FERTILIZERS (INORGANIC)",2809,0,
"Mg_in_applied_fertilizer","FEAMM","FEAMM",17,,"Magnesium (elemental) in applied fertilizer","kg[Mg]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-06-17, CHP",,,,0,
"B_in_applied_fertilizer","FEAMB","FEAMB",18,,"Boron (elemental) in applied fertilizer","kg[B]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-06-17, CHP",,,,0,
"Zn_in_applied_fertilizer","FEAMZ","FEAMZ",19,,"Zinc (elemental) in applied fertilizer","kg[Zn]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-06-17, CHP",,,,0,
"Mn_in_applied_fertilizer","FEAMMN","FEAMMN",20,,"Manganese (elemental) in applied fertilizer","kg[Mn]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-06-17, CHP",,,,0,
"Fe_in_applied_fertilizer","FEAMFE","FEAMFE",21,,"Iron (elemental) in applied fertilizer","kg[Fe]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,"2019-06-17, CHP",".",,,0,
"other_elements_appl_fert","FEAMO","FEAMO",22,,"Other elements in applied fertilizer","kg[Element]/ha","single","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FAMO","FERTILIZERS (INORGANIC)",2810,0,
"fertiliz_code_other_elem","FEOCD","FEOCD",23,,"Fertilizer code for other elements","code","text","EXPERIMENT","MANAGEMENT","FERTILIZERS","FERTILIZER_APPLICS",2082,,"FOCD","FERTILIZERS (INORGANIC)",2811,,
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS",,2091,,,,,,
"org_materials_applic_lev","OM","OM",1,,"Organic materials application level","number","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS",,2091,,"MR","RESIDUES AND ORGANIC FERTILIZER",,,
"org_material_applic_name","OM_NAME","OM_NAME",2,,"Organic materials application name","text","text","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS",,2091,,"RENAME","RESIDUES AND ORGANIC FERTILIZER",2913,,
"org_material_notes","OM_NOTES","OM_NOTES",4,,"Organic materials, extended comments on treatment(s)","text","memo","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS",,2091,,,,,,
"org_material_applic_tot","OM_TOT","OM_TOT",3,,"Total seasonal organic materials application amount, dry weight basis","kg/ha","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS",,2091,"2013-3-1, chp",".",,,0,
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,,,,,
"org_material_applic_date","OMDAT","OMDAT",2,,"Organic materials application date","date","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RDATE","RESIDUES AND ORGANIC FERTILIZER",2902,0,366
"org_materials_applic_lev","OM","OM",1,,"Organic materials application level, links to OM table","number","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"MR","RESIDUES AND ORGANIC FERTILIZER",2901,,
"org_materials_applic_yr","OMYR","OMYR",3,1,"Organic materials application year","year","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,".",,,,
"org_material_applic_day","OMDAY","OMDAY",4,1,"Organic materials application day","doy","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,".",,,0,366
"organic_material","OMCD","OMCD",5,,"Organic material, identifying code","code","text","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RCOD","RESIDUES AND ORGANIC FERTILIZER",2903,,
"org_material_applic_meth","OMACD","OMACD",6,,"Organic materials application method","code","text","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RMET","RESIDUES AND ORGANIC FERTILIZER",2912,,
"org_material_appl_depth","OMDEP","OMDEP",7,,"Organic materials application depth","cm","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RDEP","RESIDUES AND ORGANIC FERTILIZER",2911,0,
"org_material_incorp_perc","OMINP","OMINP",8,,"Organic materials application, fraction incorporporated as %","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RINP","RESIDUES AND ORGANIC FERTILIZER",2910,0,100
"org_material_applic_amnt","OMAMT","OMAMT",9,,"Organic materials application amount, dry weight basis","kg/ha","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RAMT","RESIDUES AND ORGANIC FERTILIZER",2904,0,
"org_material_applic_fresh_wt","OMFWT","OMFWT",10,,"Organic materials application amount, fresh weight basis","kg/ha","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,"2021-10-08, chp",".",,,0,
"org_material_cover","OMCOV","OMCOV",11,,"Organic materials, percent ground covered by organic matter","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,"2015-10-12, chp",".",,,0,100
"org_matter_moisture_conc","OMH2O","OMH2O",12,,"Organic matter or residue added, moisture concentration","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,,,,0,
"org_matter_carbon_conc","OMC%","OMCPC",13,,"Organic matter or residue added, carbon concentration, dry weight (g[C]/100g[DM])","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,,,,0,
"organic_material_N_conc","OMN%","OMNPC",14,,"Organic materials nitrogen concentration","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RESN","RESIDUES AND ORGANIC FERTILIZER",2905,0,
"organic_material_P_conc","OMP%","OMPPC",15,,"Organic materials phosphorus concentration","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RESP","RESIDUES AND ORGANIC FERTILIZER",2906,0,
"organic_material_K_conc","OMK%","OMKPC",16,,"Organic materials potasium concentration","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,"RESK","RESIDUES AND ORGANIC FERTILIZER",2907,0,
"org_material_lignin_conc","OMLI%","OMLPC",17,,"Organic materials lignin concentration","%","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,,,,0,
"org_material_c_to_n","OMC2N","OMC2N",18,,"Organic materials C:N ratio","number","single","EXPERIMENT","MANAGEMENT","ORGANIC_MATERIALS","ORGANIC_MATERIAL_APPLICS",2092,,".",,,0,
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","MULCHES",,2101,,,,,,
"mulch_level","ML","ML",1,,"Mulch treatment level","number","single","EXPERIMENT","MANAGEMENT","MULCHES",,2101,"Vers 1.1",,,,,
"mulch_level_name","ML_NAME","ML_NAME",2,,"Mulch level, name of treatment","text","text","EXPERIMENT","MANAGEMENT","MULCHES",,2101,"Vers 1.1",,,,,
"mulch_level_notes","ML_NOTES","ML_NOTES",10,,"Mulch description, detailed comments","text","memo","EXPERIMENT","MANAGEMENT","MULCHES",,2101,,,,,,
"mulch_applic_date","MLADAT","MLADAT",2,1,"Mulch application date","date","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,,1,366
"id","id","id",0,1,"id",,"single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,,,,,,
"mulch_level","ML","ML",1,,"Mulch treatment level","number","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,3001,,
"mulch_applic_year","MLAYR","MLAYR",3,1,"Mulch application year","year","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,,,
"mulch_applic_day","MLADY","MLADY",4,1,"Mulch application date as day of year","doy","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,,1,366
"mulch_type","MLTP","MLTP",5,,"Mulch type by codes for soild polythelene sheet, net, etc. ","code","text","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,,,
"mulch_thickness","MLTHK","MLTHK",6,,"Mulch thickness ","mm","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,,0,
"mulch_cover_fraction","MLCOV","MLCOV",7,,"Fraction of surface covered by mulch","fraction","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"2015-12-15, chp",,,,0,
"mulch_color","MLCOL","MLCOL",8,,"Mulch color ","code","text","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_ADD",2102,"Vers 1.1",,,,,
"mulch_removal_date","MLRDAT","MLRDAT",2,,"Mulch removal date","date","single","EXPERIMENT","MANAGEMENT","MULCHES","MULCH_REMOVE",2103,"Vers 1.2",,,,1,366
